cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntator,idntcotr,ntcomrer
"197","9807","493741","1138405","ALLIANCE BANK","Francesville","IN","47946","12/31/2021","5/18/2022","NM","101 W. Montgomery St.","ALLIANCE BCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","1.72263508042983E-03","-3.08622924510833E-03","0","0","0","-1.83098763473017E-02","-6.45953103804664E-02","-7.52536046476626E-03","-1.89830165278797E-02","0.895923547857249","","0.895923547857249","0","1.97954470471791",""
"11569","10383","176464","2127068","ALLIANCE BANK","Sulphur Springs","TX","75482","12/31/2021","5/18/2022","NM","100 Jefferson St W","ALLIANCE BANCSHARES INC","17","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","4/22/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","1.49814180478147E-02","0","0","0","0","0","","0","-2.51839054696924E-02","0.927271336800245","","0.927271336800245","-0.058868546535586","1.40159130163944",""
"34930","0","2694944","2695727","ALLIANCE BANK","Topeka","KS","66614","12/31/2021","5/18/2022","NM","3001 S.W. Wanamaker Rd.","NEW MILLENNIUM BANKSHARES INC","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","0.152564680593317","0.23026226018612","-0.179222175757214","0.618670691682609","0","0","0","0","0","0","","0","0","0","0"
"12511","11730","21658","1126082","ALLIANCE BANK","Mondovi","WI","54755","12/31/2021","5/18/2022","NM","245 S. Eau Claire St.","GEBSCO INC","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","10/1/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","1.89771482131777E-02","0","0","0","","0","0","0","0.632450458047453","-3.71913121094912E-02","0","-0.037515006002401","0","-8.06907124989914E-02",""
"34566","0","2619714","3253629","ALLIANCE BANK","Cape Girardeau","MO","63701","12/31/2021","5/18/2022","NM","217 N. Kingshighway","ALLIANCE BANCSHARES INC","5","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","-2.43037974683544E-03","-6.81408859992494E-03","0","0","0","-2.06035247876252E-02","0","-2.37306823118796E-02","0","0.114487586274574","","0.114487586274574","0","0.3382949932341",""
"10973","12291","166652","1127146","ALLIANCE BANK","Lake City","MN","55041","12/31/2021","5/18/2022","NM","105 E. Lyon Ave.","ALLIANCE FINL SERVICES INC","6","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","-1.89784911686128E-02","-5.54228486235736E-04","0","-1.10105359818811E-03","0","0","0","0","-7.82100534331085E-03","-0.036405999708752","","-0.036405999708752","0","-4.85578323783626E-02",""
"57733","0","3276543","5216570","ALLIANCE BANK & TRUST COMPANY","Gastonia","NC","28054","12/31/2021","5/18/2022","NM","292 W. Main Ave","PBD HOLDINGS LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Charlotte","Richmond","Northeastern","Southeast","0","1","WWW.ALLIANCEBANKNC.COM","-4.24200147056051E-02","-2.91724569573658E-02","-3.70178426001333E-02","0","0","-0.231032940825756","-3.84718962797676E-02","-0.352823807090542","-9.20613425513465E-02","9.75990630489947E-02","","9.75990630489947E-02","0","0.10371292263016","0"
"15657","0","601658","3615441","ALLIANCE BANK CENTRAL TEXAS","Woodway","TX","76712","12/31/2021","5/18/2022","NM","191 Archway Dr.","ABCT HOLDINGS INC","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","10/20/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","-4.31817550915916E-03","-3.86786446693479E-04","-2.34552380237555E-03","0","0","0","0","0","-3.64367749081793E-02","8.36220284314897E-02","","8.36220284314897E-02","-4.27697703263333E-02","0.24358557973368",""
"9631","0","924937","1406971","ALLIANCE COMMUNITY BANK","Petersburg","IL","62675","12/31/2021","5/18/2022","NM","321 N 6th St","AC BCORP INC","5","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.bankacb.com","6.90401411933651E-03","-3.83457637517495E-03","-4.67639356528245E-02","-0.565052478437078","0","0.200394187154025","0","0.207977528639729","4.41623660933971E-02","5.18007226200806E-02","2.57234726688103","0","2.43080313735658E-02","-0.107480653482373",""
"1946","11748","35057","2352253","ALLIANT BANK","Madison","MO","65263","12/31/2021","5/18/2022","NM","101 E. Broadway","NEMO BANCSHARES INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","4.60691497938406E-03","-5.35427449580582E-03","0","-2.12246630584739E-02","0","0","0","0","0","1.01214574898785","","1.01214574898785","0","1.84275184275184","0"
"55130","0","2140348","3051580","ALLIED FIRST BANK,SB","Oswego","IL","60543","12/31/2021","5/18/2022","SB","3201 Orchard Rd","ALLIED FIRST BCORP INC","1","0","0","8","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","-3.78595175277735E-02","-3.47447769536384E-02","0","0","","-3.97515356191042E-02","-0.150776498969694","-3.15515961395694E-02","-1.22213531482206E-02","-0.305966343702193","","-0.305966343702193","-0.40290088638195","0",""
"4051","0","146056","3176559","ALLNATIONS BANK","Calumet","OK","73014","12/31/2021","5/18/2022","SM","114 E. Main St.","ALLNATIONS BCORP INC","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","0.723307418342399","0.514523277033053","0","0","","0","","0","1.62962962962963","0.210526315789474","","0.210526315789474","0.3385240352065","0",""
"57803","0","3284070","1562859","ALLY BANK","Sandy","UT","84070","12/31/2021","5/18/2022","SM","200 W. Civic Ctr. Dr.","ALLY FINANCIAL INC","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","www.ally.com","0.313480165254998","-3.45150633597949E-02","0","0","0","-4.53315028040772E-02","-0.720980533525595","-3.29719606446678E-02","0.110936781882439","0.49366366428506","1.04931794333683","0.492093889142512","0.458151046111555","3.84274312740171","0"
"58424","0","3633173","","ALMA BANK","Astoria","NY","11102","12/31/2021","5/18/2022","NM","28-31 31st St.","","12","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","7.40804551442844E-02","0","0","0","0","0","0","0","0.447612101772129","1.56958493198465","","1.56958493198465","","1.56958493198465","0"
"23091","10415","260055","1061679","ALPINE BANK","Glenwood Springs","CO","81601","12/31/2021","5/18/2022","NM","2200 Grand Ave.","ALPINE BANKS OF COLORADO","44","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","-2.15714669891841E-03","-3.18339758422478E-02","-0.102201448978407","0","0","-3.72834209661023E-02","-7.70115019245174E-04","-5.14341062443592E-02","-3.56760613628255E-02","0.34327064259262","2.57564507146835","0.073032476980725","-0.292051809991092","0.301309325980168","-2.05838323353293"
"35377","0","2889227","","ALPINE CAPITAL BANK","New York","NY","10019","12/31/2021","5/18/2022","NM","680 5th Ave, 7th Fl.","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","https://www.alpinecapitalbank.com","0","0","0","0","0","0","","0","0","0","","0","","0",""
"19590","0","199436","1081510","ALTAMAHA BANK & TRUST COMPANY","Vidalia","GA","30474","12/31/2021","5/18/2022","NM","206 Jackson St","ALTAMAHA BANCSHARES INC","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","9/27/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.altamaha.bank","0.047846491812009","3.33903588285091E-02","0","7.99083109209547E-02","0","0","0","0","8.01786132800454E-02","0.129035958020302","","0.129035958020302","4.58799779776106E-02","0.166833500166834","0"
"8276","0","881441","1491548","ALTON BANK","Alton","MO","65606","12/31/2021","5/18/2022","NM","28 Medical Dr.","ALTON BANCSHARES INC","3","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","6/7/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","0.15741957827295","0","0","0","","0","","0","0.147856086742238","0.456568884830499","","0.456568884830499","0.611722833945056","0.37589636826278",""
"27711","153","777870","","ALTOONA FIRST SAVINGS BANK","Altoona","PA","16603","12/31/2021","5/18/2022","SB","203 N. Logan Blvd.","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","6.40188051136252E-02","7.09120171809687E-02","0","0.120303906175292","0","4.93369978146612E-02","0","5.22023239246321E-02","-2.56633988605451E-02","9.75060128707937E-02","","9.75060128707937E-02","0","9.82382605278669E-02",""
"9465","9767","246956","3822687","ALVA STATE BANK & TRUST COMPANY","Alva","OK","73717","12/31/2021","5/18/2022","NM","518 College Ave.","GRACE INV CO INC ESOP THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","0.121319077462608","0.359150387729589","0","-0.228928132688035","0","1.01673522812266","","1.01673522812266","0.412854891575243","1.06080697101724","","1.06080697101724","1.68715353097132","0",""
"622","9297","661308","4400336","AMALGAMATED BANK","New York","NY","10001","12/31/2021","5/18/2022","NM","275 7th Ave","WORKERS UNITED","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","0.165601568718436","9.62540110361801E-02","-7.35900153067232E-03","8.68855888352572E-02","0.471540927811371","-0.18553776257994","0","-0.18796782552839","9.38219810321115E-02","1.09268405206323","","1.09268405206323","","1.09268405206323","0"
"903","10892","397531","1020676","AMALGAMATED BANK OF CHICAGO","Chicago","IL","60602","12/31/2021","5/18/2022","NM","30 N. Lasalle St.","AMALGAMATED INVESTMENTS CO","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","0.121076545682259","2.75354124321336E-02","0","0","0","0.267339300509781","0.987754855833032","0","0","2.62384438625554","2.62977483557212","0","","0","0"
"14531","10978","353555","1107205","AMARILLO NATIONAL BANK","Amarillo","TX","79101","12/31/2021","5/18/2022","N","410 S Taylor","AMARILLO NATIONAL BCORP INC","34","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","3/4/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","2.49705056047693E-02","-9.41186053067029E-03","0","-1.12148339471298E-02","0","-8.96725652661667E-03","0","-1.01002572431034E-02","-0.113848174734895","0.439691087375743","2.90414517118222","0.424742555899819","0.425310627178622","0.423630353551731","0"
"28701","2179","206174","","AMBLER SAVINGS BANK","Ambler","PA","19002","12/31/2021","5/18/2022","SB","155 E Butler Ave","","9","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.amblersav.com","-0.031280839375917","-3.18196913416791E-02","0","-0.118823982074554","0","-1.19648234191477E-02","0","-1.23052691162356E-02","-2.70980679077582E-02","0","","0","","0","0"
"6423","9315","9807","2611718","AMBOY BANK","Old Bridge","NJ","8857","12/31/2021","5/18/2022","SM","3590 Nj Hwy. 9 S.","AMBOY BCORP","24","0","0","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","1/4/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.amboybank.com","-0.032088862968354","-3.34349773925124E-02","0","-7.28225132256087E-03","-1.64987303151018E-02","-0.1333234095844","0","-0.151838573483973","-1.00873565073537E-02","0","","0","","0",""
"22953","14111","83638","1135972","AMERANT BANK, NATIONAL ASSOCIATION","Coral Gables","FL","33134","12/31/2021","5/18/2022","N","220 Alhambra Cir","AMERANT BCORP INC","25","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/17/1979","9/17/1979","4/1/2021","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.amerantbank.com","0.433647844678361","0.257330151129176","-3.65934271178958E-02","0.41584205610477","0","1.36602369344544E-02","2.29355019066759E-02","8.37846615912876E-03","1.03270645761642","0.850318552174023","","0.865176684865816","0","0.865622551403114",""
"27267","0","1169650","","AMERASIA BANK","Flushing","NY","11355","12/31/2021","5/18/2022","NM","41-06 Main St.","","7","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","6/20/1988","6/20/1988","4/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.amerasiabankny.com","1.04854587657836E-03","0","0","0","0","0","0","0","2.99089060176719E-02","0","","0","","0",""
"8893","0","440857","1064492","AMERICA'S COMMUNITY BANK","Blue Springs","MO","64015","12/31/2021","5/18/2022","NM","1100 W Main St","URICH BCORP INC","1","0","0","4","1","Jackson","28140","Kansas City, MO-KS","2/27/1888","1/1/1934","3/5/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.amcommbank.com","1.00048023051065E-02","0","0","0","0","0","0","0","0.265486725663717","0","","0","0","0",""
"20311","10556","630555","1121993","AMERICAN BANK","Bozeman","MT","59715","12/31/2021","5/18/2022","NM","1632 W. Main St.","GUARANTY DEVELOPMENT CO","6","0","0","4","1","Gallatin","","","7/27/1970","11/25/1970","9/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.americanbankmontana.com","7.06814105504382E-02","0.124272628539322","0.435094455050787","0","0","0","0","0","-0.15842108901537","1.49489975378122","","1.49489975378122","0","1.70717011448082","-4.64841108857336"
"34422","15591","2580243","3008753","AMERICAN BANK","Allentown","PA","18104","12/31/2021","5/18/2022","SM","4029 W. Tilghman St.","AMERICAN BANK INC","1","0","0","4","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","6/2/1997","6/2/1997","7/15/2019","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.ambk.com","-8.12518505108954E-04","0","0","0","0","0","0","0","-5.50765122908745E-03","0","0","0","0","0",""
"1117","0","275358","1131406","AMERICAN BANK & TRUST","Wessington Sprin","SD","57382","12/31/2021","5/18/2022","NM","120 E. Main St.","LEACKCO BANK HOLDING CO INC","16","0","1","2","1","Jerauld","","","1/1/1892","1/1/1934","8/3/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.abt.bank","-2.41717295710623E-02","0","0","0","0","0","0","0","-0.106915827028786","0.242587954524593","-0.152951973080453","0.260302498903989","0","0.753968253968254",""
"19234","0","597452","1104615","AMERICAN BANK & TRUST COMPANY","Covington","LA","70433","12/31/2021","5/18/2022","NM","1819 N Columbia St","AMERICAN BANCSHARES INC","5","0","0","4","0","Saint Tammany","35380","New Orleans-Metairie, LA","9/14/1964","9/14/1964","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.americanbankandtrust.com","-8.03875421570822E-03","-6.92058764093777E-04","0","0","0","5.55759333978014E-03","0","6.4297379667454E-03","-4.66903230970358E-02","-0.197145335541361","","-0.197145335541361","0","-0.217448029920849",""
"17906","0","83834","1085349","AMERICAN BANK & TRUST COMPANY","Opelousas","LA","70570","12/31/2021","5/18/2022","NM","307 E Landry St","AMERICAN BCORP INC","8","0","0","4","1","Saint Landry","","","9/22/1958","9/22/1958","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.americanbankandtrust.net","3.54460121066216E-02","0","0","0","0","0","0","0","8.21001210976786E-02","0.421926686019037","0.936663693131133","0.108601216333623","0","0.12134449702706",""
